group_name	dmel_cre_id	category	focal_species	focal_climate	focal_state	comparison_species	comparison_climate	comparison_consensus_state	dazt	d_affinis	dmir	dper
azteca_affinis_miranda_group	DMEL_CRE_00074	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00076	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00077	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00079	all_same	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00083	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00084	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00085	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00086	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00087	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00088	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00089	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00092	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00093	all_same	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00094	all_same	dazt	ARID	present	d_affinis|dmir|dper	TEMP	present	present	present	present	present
azteca_affinis_miranda_group	DMEL_CRE_00095	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00096	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00097	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00098	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
